,0
0,0.0002037669168935665
1,0.0001842822746392912
2,0.00013742784158273766
3,0.0002446160916697503
4,0.00018690096209452394
5,0.00019906155613629524
6,0.0002292462842505061
7,0.0002469727251653892
8,0.00021539348122616013
9,0.0002370594180666593
10,0.00018361168032926165
11,0.00021202145061512663
12,0.00018498510175767683
13,0.0002911635923732622
14,0.00021337601073535706
15,0.00020429386457326653
16,0.00023437675507761787
17,0.00023469117336471465
18,0.00016746130095650845
19,0.00021915679610837345
20,0.0002651143859624854
21,0.00014345112075921085
22,0.0002565017834339354
23,0.0001852078580738433
24,0.0002653087158301985
25,0.00016873547814204635
26,0.00021935539574964902
27,0.00019147581913536992
28,0.00024031673796949554
29,0.0003005512601803311
30,0.00022240043720231923
31,0.00018282589933268912
32,0.0002067939606614575
33,0.00019163976173753702
34,0.000299737778651297
35,0.000196497010971892
36,0.0001353670459174729
37,0.00021991147302103024
38,0.0002856990345026093
39,0.00018014889005795747
40,0.0002956440413363724
41,0.00031556859370429304
42,0.0001643047004064643
43,0.00019727607732429546
44,0.00024110881993328674
45,0.00025342207694129367
46,0.00017406860353436418
47,0.00018743409113332698
48,0.0002515038556862098
49,0.00015836238248238872
50,0.00015628004397486942
51,0.0002537086265162471
52,0.00019689883130164903
53,0.0002036822455204921
54,0.00023905886868583662
55,0.00018903655871417555
56,0.000272278795142971
57,0.00019257955176522643
58,0.0002084525640142754
59,0.0001702636648788057
60,0.00022974657505257334
61,0.00019787554921375612
62,0.00023976977922179102
63,0.00018448302157465319
64,0.0002272690423090828
65,0.0002572297255246862
66,0.0002555520663045082
67,0.0003149136423259561
68,0.00023835034884925078
69,0.00022071128236594032
70,0.00020231140714341517
71,0.00022717657050190667
72,0.00017244397266029328
73,0.00021275415996622077
74,0.00019314612797883887
75,0.00015944617969398885
76,0.0002314683811979905
77,0.00021795492824950988
78,0.00020819016832175182
79,0.0002511813803703172
80,0.00015355016934561394
81,0.0003408652340337033
82,0.0001764863339167903
83,0.0002010226300458121
84,0.0002568302077328784
85,0.0002466322740252832
86,0.0001878611270331167
87,0.00020972602885901907
88,0.0002680529086837666
89,0.0003392089549003871
90,0.00022823891021535222
91,0.00020260773235385488
92,0.00024389636527087917
93,0.00025774690450613416
94,0.00018180841178197456
95,0.00023102810938167083
96,0.00027120548268018716
97,0.00024897523348383987
98,0.0002504326791833353
99,0.000185090327864877
100,0.00014061612305252814
101,0.00022081089869427668
102,0.0002312478290617637
103,0.00015350049584128266
104,0.0001296286408959708
105,0.00024184140049640562
106,0.00018969438903592854
107,0.0002678535780437977
108,0.0002311745839992976
109,0.0002317174920921056
110,0.00020226795678898943
111,0.00025303631967612996
112,0.00026270358526102
113,0.00022852070546374275
114,0.0002599161418246362
115,0.00021780732963466671
116,0.00017998665446653485
117,0.00017177921903346966
118,0.0002729343608890409
119,0.0001443058090767706
120,0.00016374112575650934
121,0.00024109074673679781
122,0.0001873717804663733
123,0.00012627121387402316
124,0.00019076557367894324
125,0.0003085627121937135
126,0.0001642579704505605
127,0.0002415097509567266
128,0.0001668908700847589
129,0.00023557893615322779
130,0.00017171443300446218
131,0.00018929211597968032
132,0.00016887078898612153
133,0.0002383542599825986
134,0.00013922215825712826
135,0.00017209436977717863
136,0.0002676297476117438
137,0.00020254173391686826
138,0.00015686711822206103
139,0.0001639395939024243
140,0.0002343018548504997
141,0.00019455231774186222
142,0.00018133382180737743
143,0.00027708039310495345
144,0.000231572125971738
145,0.0002311288132990898
146,0.00018501739950170865
147,0.00022807646882959251
148,0.00023193539685121143
149,0.0002335841978107621
150,0.00022488468520884746
151,0.00024690776618937604
152,0.00016163004338129713
153,0.00022308612330842423
154,0.00020141279389951976
155,0.0002285767273749709
156,0.00019665449220371707
157,0.0001559759593871542
158,0.00020468020376187778
159,0.00021783312343543075
160,0.00015941377472477775
161,0.00025680080409550297
162,0.00025429097921423325
163,0.00029271372701114367
164,0.00025013993791034284
165,0.00024101998632472673
166,0.0002018554318310818
167,0.00018531978356837322
168,0.00015880270620527618
169,0.00021194730102391097
170,0.00019886649706243162
171,0.0002144710188101441
172,0.00025072531327422013
173,0.0001733429139624332
174,0.0002559738671708135
175,0.00021171317607358438
176,0.00019442836079967208
177,0.00021671327436442674
178,0.00019403903017923855
179,0.00019441431346558776
180,0.00019809204515231006
181,0.00022437433910862584
182,0.000278158751747245
183,0.00019107285511403305
184,0.0002349648959472716
185,0.0001517400007636511
186,0.00022732527733428792
187,0.0001802237499357343
188,0.0002296607134280248
189,0.0003904501771782138
